methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
delete_request_lock,"Delete the lock on a request.

https://docs.apify.com/api/v2#/reference/request-queues/request-lock/delete-request-lock

Args:
    request_id (str): ID of the request to delete the lock
    forefront (bool, optional): Whether to put the request in the beginning or the end of the queue after the lock is deleted",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/delete-request-lock,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#delete_request_lock
batch_add_requests,"Add requests to the queue.

https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/add-requests

Args:
    requests (list[dict]): list of the requests to add
    forefront (bool, optional): Whether to add the requests to the head or the end of the queue",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/add-requests,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#batch_add_requests
batch_delete_requests,"Delete given requests from the queue.

https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/delete-requests

Args:
    requests (list[dict]): list of the requests to delete",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/delete-requests,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#batch_delete_requests
list_requests,"List requests in the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request-collection/list-requests

Args:
    limit (int, optional): How many requests to retrieve
    exclusive_start_id (str, optional): All requests up to this one (including) are skipped from the result",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/list-requests,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#list_requests
__init__,"Initialize the RequestQueueClientAsync.

Args:
    client_key (str, optional): A unique identifier of the client accessing the request queue",RequestQueueClientAsync,,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#__init__
get,"Retrieve the request queue.

https://docs.apify.com/api/v2#/reference/request-queues/queue/get-request-queue

Returns:
    dict, optional: The retrieved request queue, or None, if it does not exist",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/queue/get-request-queue,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#get
update,"Update the request queue with specified fields.

https://docs.apify.com/api/v2#/reference/request-queues/queue/update-request-queue

Args:
    name (str, optional): The new name for the request queue

Returns:
    dict: The updated request queue",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/queue/update-request-queue,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#update
delete,"Delete the request queue.

https://docs.apify.com/api/v2#/reference/request-queues/queue/delete-request-queue",RequestQueueClientAsync,,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#delete
list_head,"Retrieve a given number of requests from the beginning of the queue.

https://docs.apify.com/api/v2#/reference/request-queues/queue-head/get-head

Args:
    limit (int, optional): How many requests to retrieve

Returns:
    dict: The desired number of requests from the beginning of the queue.",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/queue-head/get-head,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#list_head
list_and_lock_head,"Retrieve a given number of unlocked requests from the beginning of the queue and lock them for a given time.

https://docs.apify.com/api/v2#/reference/request-queues/queue-head-with-locks/get-head-and-lock

Args:
    lock_secs (int): How long the requests will be locked for, in seconds
    limit (int, optional): How many requests to retrieve


Returns:
    dict: The desired number of locked requests from the beginning of the queue.",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/queue-head-with-locks/get-head-and-lock,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#list_and_lock_head
add_request,"Add a request to the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request-collection/add-request

Args:
    request (dict): The request to add to the queue
    forefront (bool, optional): Whether to add the request to the head or the end of the queue

Returns:
    dict: The added request.",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/add-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#add_request
get_request,"Retrieve a request from the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request/get-request

Args:
    request_id (str): ID of the request to retrieve

Returns:
    dict, optional: The retrieved request, or None, if it did not exist.",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/request/get-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#get_request
update_request,"Update a request in the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request/update-request

Args:
    request (dict): The updated request
    forefront (bool, optional): Whether to put the updated request in the beginning or the end of the queue

Returns:
    dict: The updated request",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/request/update-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#update_request
delete_request,"Delete a request from the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request/delete-request

Args:
    request_id (str): ID of the request to delete.",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/request/delete-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#delete_request
prolong_request_lock,"Prolong the lock on a request.

https://docs.apify.com/api/v2#/reference/request-queues/request-lock/prolong-request-lock

Args:
    request_id (str): ID of the request to prolong the lock
    forefront (bool, optional): Whether to put the request in the beginning or the end of the queue after lock expires
    lock_secs (int): By how much to prolong the lock, in seconds",RequestQueueClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/prolong-request-lock,https://docs.apify.com/api/client/python/reference/class/RequestQueueClientAsync#prolong_request_lock
